event_id,user_id,event_date,event_name,session_id,feature_name
6933,1469,2025-01-12,signup_completed,s1469_1,
6934,1469,2025-01-12,email_verified,s1469_2,
7268,1539,2025-01-12,integration_connected,s1539_4,Collaboration
7857,1663,2025-01-12,workspace_created,s1663_3,
8008,1697,2025-01-12,workspace_created,s1697_3,
8271,1749,2025-01-12,signup_completed,s1749_1,
8546,1804,2025-01-12,signup_completed,s1804_1,
8547,1804,2025-01-12,email_verified,s1804_2,
8712,1835,2025-01-12,first_report_created,s1835_4,Automation
8713,1835,2025-01-12,integration_connected,s1835_5,Integration
8753,1841,2025-01-12,integration_connected,s1841_4,Integration
9254,1950,2025-01-12,login,s1950_8,
9493,1997,2025-01-12,workspace_created,s1997_3,
9501,1999,2025-01-12,first_report_created,s1999_4,Collaboration
10231,2152,2025-01-12,login,s2152_7,
10236,2154,2025-01-12,workspace_created,s2154_3,
10237,2154,2025-01-12,first_report_created,s2154_4,Automation
10274,2163,2025-01-12,email_verified,s2163_2,
10276,2163,2025-01-12,first_report_created,s2163_4,Collaboration
10342,2175,2025-01-12,dashboard_viewed,s2175_6,Reporting
11113,2333,2025-01-12,email_verified,s2333_2,
11114,2334,2025-01-12,signup_completed,s2334_1,
11115,2334,2025-01-12,email_verified,s2334_2,
11321,2378,2025-01-12,signup_completed,s2378_1,
11614,2437,2025-01-12,email_verified,s2437_2,
11797,2475,2025-01-12,integration_connected,s2475_6,Reporting
11930,2497,2025-01-12,dashboard_viewed,s2497_6,Collaboration
262,52,2025-01-13,email_verified,s52_2,
472,93,2025-01-13,email_verified,s93_2,
1176,237,2025-01-13,login,s237_6,Reporting
1316,274,2025-01-13,signup_completed,s274_1,
1378,290,2025-01-13,dashboard_viewed,s290_6,Dashboard
2292,475,2025-01-13,signup_completed,s475_1,
2310,477,2025-01-13,integration_connected,s477_5,Collaboration
2413,499,2025-01-13,signup_completed,s499_1,
2414,499,2025-01-13,email_verified,s499_2,
2664,562,2025-01-13,signup_completed,s562_1,
2868,605,2025-01-13,workspace_created,s605_3,
2978,628,2025-01-13,email_verified,s628_2,
3148,668,2025-01-13,email_verified,s668_2,
3883,827,2025-01-13,signup_completed,s827_1,
3884,827,2025-01-13,email_verified,s827_2,
4046,856,2025-01-13,signup_completed,s856_1,
4272,900,2025-01-13,email_verified,s900_2,
4429,924,2025-01-13,workspace_created,s924_3,
4442,927,2025-01-13,email_verified,s927_2,
4836,1020,2025-01-13,email_verified,s1020_2,
5162,1094,2025-01-13,workspace_created,s1094_3,
5308,1126,2025-01-13,dashboard_viewed,s1126_5,Collaboration
5363,1141,2025-01-13,signup_completed,s1141_1,
5391,1146,2025-01-13,email_verified,s1146_2,
6022,1277,2025-01-13,email_verified,s1277_2,
7649,1616,2025-01-13,signup_completed,s1616_1,
7650,1616,2025-01-13,email_verified,s1616_2,
7858,1663,2025-01-13,first_report_created,s1663_4,Collaboration
7987,1692,2025-01-13,login,s1692_7,
8009,1697,2025-01-13,first_report_created,s1697_4,Dashboard
8754,1841,2025-01-13,integration_connected,s1841_5,Integration
8757,1843,2025-01-13,signup_completed,s1843_1,
8839,1858,2025-01-13,dashboard_viewed,s1858_6,Automation
9251,1950,2025-01-13,login,s1950_5,Integration
9479,1995,2025-01-13,email_verified,s1995_2,
9492,1997,2025-01-13,email_verified,s1997_2,
9494,1997,2025-01-13,first_report_created,s1997_4,Collaboration
10054,2115,2025-01-13,signup_completed,s2115_1,
10229,2152,2025-01-13,integration_connected,s2152_5,Reporting
10515,2206,2025-01-13,workspace_created,s2206_3,
10786,2264,2025-01-13,login,s2264_6,
10799,2267,2025-01-13,signup_completed,s2267_1,
11068,2325,2025-01-13,workspace_created,s2325_3,
11711,2459,2025-01-13,workspace_created,s2459_3,
11712,2459,2025-01-13,first_report_created,s2459_4,Integration
11714,2459,2025-01-13,login,s2459_6,Reporting
11796,2475,2025-01-13,login,s2475_5,Reporting
431,84,2025-01-14,login,s84_6,Reporting
743,144,2025-01-14,email_verified,s144_2,
928,184,2025-01-14,signup_completed,s184_1,
1115,226,2025-01-14,signup_completed,s226_1,
1189,241,2025-01-14,workspace_created,s241_3,
1190,241,2025-01-14,first_report_created,s241_4,Dashboard
1846,388,2025-01-14,email_verified,s388_2,
2198,456,2025-01-14,workspace_created,s456_3,
2293,475,2025-01-14,email_verified,s475_2,
2449,507,2025-01-14,dashboard_viewed,s507_6,Dashboard
2654,559,2025-01-14,login,s559_5,
2665,562,2025-01-14,email_verified,s562_2,
2754,581,2025-01-14,signup_completed,s581_1,
2869,605,2025-01-14,first_report_created,s605_4,Dashboard
